指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2020/3/10取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,レビュー数やカテゴリでフィルターかけたほうがいい,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
港区,北青山２丁目,-,東京都 港区 北青山2-12-9,35.670735,139.716423,実相寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,2
港区,北青山２丁目,-,東京都 港区 北青山2-12-8,35.670978,139.715874,持法寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,北青山２丁目,-,東京都 港区 北青山2-12-29,35.670123,139.715172,海蔵寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",-,0
港区,北青山２丁目,-,東京都 港区 北青山2-1-15,35.673255,139.719546,明治神宮外苑テニスクラブ,その他,-,0
港区,北青山２丁目,-,東京都 港区 北青山2-11-10,35.671284,139.7143395,ギャラリーアンピール,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,北青山２丁目,-,東京都 港区 北青山2-10-26,35.672274,139.7153925,高徳寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,3
港区,北青山２丁目,-,東京都 港区 北青山2-10-26,35.672274,139.7153925,ギャラリーハウスMAYA,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,北青山２丁目,-,東京都 港区 北青山2-10-22 谷・荒井ビル1F,35.671536,139.7155635,Nine Gallery,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,北青山２丁目,-,東京都 港区 北青山2,35.67220413,139.7160092,神宮外苑いちょう並木,"名所・有名スポット, 眺めのよい散策エリア",4,183
港区,北青山１丁目,-,東京都 港区 北青山1-7-5,35.678151,139.719951,明治神宮外苑にこにこパーク,"レジャー施設, 自然・公園, 遊び場",3.5,18
新宿区,北新宿３丁目,-,東京都 新宿区 北新宿3-23-2,35.703855,139.690449,円照寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
新宿区,北新宿３丁目,-,東京都 新宿区 北新宿3-16-18,35.704458,139.692087,鎧神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,10
新宿区,北新宿２丁目,-,東京都 新宿区 北新宿2-1,35.696979,139.6898325,淀橋咳止地蔵尊,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園3番2号,35.690256,139.753863,国立公文書館,"観光情報・案内所, 図書館",4,51
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園3‐1,35.690535,139.754619,東京国立近代美術館,美術館・博物館,4,308
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園2-4,35.694162,139.749813,弥生慰霊堂,"名所・有名スポット, 記念碑 & 像, 旧跡",3,3
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園2-4,35.694162,139.749813,昭和天皇御野立所,"名所・有名スポット, 記念碑 & 像",3.5,3
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園2-3,35.693748,139.749543,日本武道館,"コンサート・ショー, 名所・有名スポット, 観光情報・案内所, さらに表示",4,338
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園2-1,35.691291,139.753071,科学技術館,"美術館・博物館, 科学博物館",4,176
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1番1号 北の丸公園,35.689707,139.7503845,吉田茂像,"名所・有名スポット, 記念碑 & 像",4,5
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1-1,35.689707,139.7503845,千鳥ヶ淵,名所・有名スポット,4.5,1197
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1-1,35.689707,139.7503845,東京国立近代美術館工芸館,美術館・博物館,4,106
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1-1,35.689707,139.7503845,清水門,"名所・有名スポット, 旧跡, 建築物",4,12
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1-1,35.689707,139.7503845,北白川宮能久親王銅像,"名所・有名スポット, 記念碑 & 像",3.5,4
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園1 北の丸公園内,35.691327,139.749516,北の丸公園露場,名所・有名スポット,-,0
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園,35.69173065,139.7516296,北の丸公園,"名所・有名スポット, 自然・公園, 旧跡",4,252
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園,35.69173065,139.7516296,田安門,"名所・有名スポット, 旧跡",4,22
千代田区,北の丸公園,-,東京都 千代田区 北の丸公園と一ッ橋1丁目の間,35.69173065,139.7516296,竹橋,"名所・有名スポット, 橋",3.5,21
中央区,豊海町,-,東京都 中央区 豊海町5-1 豊海センタービル2階,35.653527,139.7697345,豊海おさかなミュージアム,"美術館・博物館, 専門美術館",3,1
中央区,豊海町,-,東京都 中央区 豊海町3-19,35.653491,139.771665,豊海運動公園デイキャンプ場,自然・公園,3,5
中央区,豊海町,-,東京都 中央区 豊海町,35.65267631,139.7691792,豊海水産埠頭,"名所・有名スポット, 波止場・遊歩道",4.5,9
新宿区,弁天町,-,東京都 新宿区 弁天町95,35.702748,139.727079,浄輪寺,"名所・有名スポット, 旧跡, 神社/寺院/教会/モニュメントなど",3,5
新宿区,弁天町,-,東京都 新宿区 弁天町107,35.703189,139.726467,草間彌生美術館,美術館・博物館,3.5,93
新宿区,弁天町,-,東京都 新宿区 弁天町103,35.703234,139.727205,南春寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,弁天町,-,東京都 新宿区 弁天町100,35.703045,139.7271825,多聞院,"名所・有名スポット, 旧跡, 神社/寺院/教会/モニュメントなど",3,9
新宿区,弁天町,-,東京都 新宿区 弁天町1,35.704989,139.725261,宗参寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,8
千代田区,平河町２丁目,-,東京都 千代田区 平河町2-6-3,35.679168,139.738959,黒田清輝旧居跡,"名所・有名スポット, 旧跡",3,6
千代田区,平河町２丁目,-,東京都 千代田区 平河町2-3-20,35.681841,139.740264,水田記念博物館大石化石ギャラリー,"美術館・博物館, 自然史博物館",3,1
千代田区,平河町１丁目,-,東京都 千代田区 平河町1-7-5,35.682228,139.74102,平河天満宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,36
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-4-1,35.700066,139.7465145,東京大神宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,441
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-3-7,35.699814,139.74516,桐生稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-3-16,35.700174,139.744746,旗本屋敷跡,"名所・有名スポット, 旧跡",3.5,3
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-3-11,35.699598,139.7449395,青森県東京観光案内所,"観光情報・案内所, 観光案内所",3.5,5
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-17-1 法政大学 市ケ谷キャンパス,35.696277,139.741488,アーネスト・サトウゆかりの屋敷跡,"名所・有名スポット, 記念碑 & 像",3,1
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-14-23,35.696925,139.742379,与謝野鉄幹晶子居住跡,"名所・有名スポット, 旧跡",3,11
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-13-12 KADOKAWA富士見ビル2F,35.698068,139.743972,アニメ聖地88一番札所,"観光情報・案内所, 美術館・博物館, さらに表示",3,1
千代田区,富士見２丁目,-,東京都 千代田区 富士見2-10-2,35.698914,139.743828,飯田橋サクラテラス,"ショッピング, ショッピングモール",4,22
千代田区,富士見２丁目,-,東京都 千代田区 富士見2,35.698125,139.7437259,日本赤十字社発祥の地,"名所・有名スポット, 旧跡",3,8
千代田区,富士見２丁目,-,東京都 千代田区 富士見2,35.698125,139.7437259,牛込見附跡,"名所・有名スポット, 旧跡",3.5,15
新宿区,富久町,-,東京都 新宿区 富久町4-5,35.692596,139.716855,自證院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,8
新宿区,富久町,-,東京都 新宿区 富久町2-1,35.692605,139.7186955,善慶寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,7
新宿区,富久町,-,東京都 新宿区 富久町21,35.69319,139.713831,富久さくら公園,自然・公園,3.5,2
新宿区,富久町,-,東京都 新宿区 富久町17-2,35.692389,139.713291,イトーヨーカドー 食品館新宿富久店,"ショッピング, ショッピングモール",-,0
新宿区,富久町,-,東京都 新宿区 富久町14-2,35.692317,139.714218,富受稲荷大明神,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
新宿区,富久町,-,東京都 新宿区 富久町9-23,35.691048,139.715991,源慶寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
渋谷区,富ケ谷２丁目,-,東京都 渋谷区 富ケ谷2-40-12,35.666874,139.68495,フラワー､パワー,"ショッピング, 美術館・博物館, アートギャラリー",-,0
渋谷区,富ケ谷１丁目,-,東京都 渋谷区 富ヶ谷1-30-17,35.66511,139.68819,東京キリストの教会,"名所・有名スポット, 大聖堂",-,0
中央区,浜離宮庭園,-,東京都 中央区 浜離宮庭園1‐1,35.658603,139.762242,浜離宮恩賜庭園,"自然・公園, 庭園",4.5,1904
中央区,浜離宮庭園,-,東京都 中央区 浜離宮庭園1-1,35.658603,139.762242,浜離宮船着場,"名所・有名スポット, 波止場・遊歩道",3.5,9
港区,浜松町２丁目,-,東京都 港区浜松町 2-6,35.654373,139.755537,次郎左衛門稲荷大明神,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,7
港区,浜松町２丁目,-,東京都 港区浜松町 2-4-12 東京モノレール浜松町駅3階,35.65548,139.756734,港区観光インフォメーションセンター,"観光情報・案内所, 観光案内所",3.5,12
港区,浜松町２丁目,-,東京都 港区浜松町 2-4-12,35.65548,139.756734,モノレ浜松町,"ショッピング, ショッピングモール",3.5,6
港区,浜松町２丁目,-,東京都 港区浜松町 2-4-1 世界貿易センタービル,35.655606,139.7561535,展望台 シーサイド・トップ,"名所・有名スポット, 展望台・タワー",4.5,396
港区,浜松町１丁目,-,東京都 港区浜松町 浜松町2-9-8,35.65825744,139.756443,讃岐小白稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,18
港区,浜松町１丁目,-,東京都 港区浜松町 1-13-1,35.658837,139.7567835,福沢近藤両翁学塾跡,"名所・有名スポット, 記念碑 & 像",3,7
新宿区,百人町４丁目,-,東京都 新宿区 百人町4-1,35.707878,139.7007945,西戸山公園,自然・公園,3.5,12
新宿区,百人町３丁目,-,東京都 新宿区 百人町3-1-2,35.704719,139.700349,東京グローブ座,"コンサート・ショー, シアター",-,0
新宿区,百人町２丁目,-,東京都 新宿区 百人町2-7-4,35.703657,139.699395,ギャラリー卑弥呼,"ショッピング, 美術館・博物館, アートギャラリー",5,1
新宿区,百人町２丁目,-,東京都 新宿区 百人町2-7-16,35.703765,139.699773,下村湖人終焉の地,"名所・有名スポット, 旧跡",3.5,3
新宿区,百人町１丁目,-,東京都 新宿区 百人町1-5-2,35.698383,139.701042,長光寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,百人町１丁目,-,東京都 新宿区 百人町1-5-2,35.698383,139.701042,北向観音菩薩,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
新宿区,百人町１丁目,-,東京都 新宿区 百人町1-24-12,35.699337,139.6977705,東京媽祖廟,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,10
新宿区,百人町１丁目,-,東京都 新宿区 百人町1-17-8,35.701344,139.697829,淀橋教会,"名所・有名スポット, 大聖堂",3.5,8
新宿区,百人町１丁目,-,東京都 新宿区 百人町1-11-16,35.700984,139.6994085,皆中稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,49
千代田区,飯田橋４丁目,-,東京都 千代田区 飯田橋4-8,35.701344,139.7460015,東京農業大学開校の地,"名所・有名スポット, 記念碑 & 像",3,11
千代田区,飯田橋４丁目,-,東京都 千代田区 飯田橋4,35.70191212,139.7450807,牛込橋,"名所・有名スポット, 橋, 旧跡",3,18
千代田区,飯田橋４丁目,-,東京都 千代田区 飯田橋4,35.70191212,139.7450807,日本赤十字社跡,"名所・有名スポット, 記念碑 & 像",3,9
千代田区,飯田橋３丁目,-,東京都 千代田区 飯田橋3-5,35.701272,139.747293,國學院大學開校の地,"名所・有名スポット, 旧跡",3,11
千代田区,飯田橋３丁目,-,東京都 千代田区 飯田橋3,35.70210609,139.7479877,飯田橋,"名所・有名スポット, 橋",3,14
千代田区,飯田橋３丁目,-,東京都 千代田区 飯田橋3,35.70210609,139.7479877,日本大学発祥の地,"名所・有名スポット, 旧跡",3,10
千代田区,飯田橋３丁目,-,東京都 千代田区 飯田橋3丁目～新宿区宮比町,35.70210609,139.7479877,船河原橋,"名所・有名スポット, 橋",3,9
千代田区,飯田橋２丁目,-,東京都 千代田区 飯田橋2丁目4,35.698419,139.750353,台所町跡記念碑,"名所・有名スポット, 記念碑 & 像, 旧跡",3,6
千代田区,飯田橋２丁目,-,東京都 千代田区 飯田橋2-3-6 spaceTORICO,35.698644,139.7507715,マンガ展,"名所・有名スポット, 美術館・博物館, ショッピング, さらに表示",3,1
千代田区,飯田橋１丁目,-,東京都 千代田区 飯田橋1-8,35.699526,139.7483955,新徴組屯所跡,"名所・有名スポット, 旧跡",3,6
千代田区,飯田橋１丁目,-,東京都 千代田区 飯田橋1-7,35.699184,139.748841,徽章業発祥の地,"名所・有名スポット, 記念碑 & 像",3,11
千代田区,飯田橋１丁目,-,東京都 千代田区 飯田橋1-5,35.698527,139.7493585,北辰社牧場跡碑,"名所・有名スポット, 記念碑 & 像",3,11
千代田区,飯田橋１丁目,-,東京都 千代田区 飯田橋1-1,35.697447,139.750263,東京女子医科大学発祥の地,"名所・有名スポット, 記念碑 & 像",2,5
千代田区,隼町,-,東京都 千代田区 隼町4-1,35.681436,139.74336,国立劇場,"コンサート・ショー, シアター",4.5,113
千代田区,隼町,-,東京都 千代田区 隼町4-1,35.681436,139.74336,国立演芸場,"コンサート・ショー, シアター",4,25
千代田区,隼町,-,東京都 千代田区 隼町4-1,35.681436,139.74336,伝統芸能情報館,"美術館・博物館, 専門美術館",3.5,12
